TargetName,HUGOSymbol,TargetGroup,AnalyteType,CodeClass,ProbePool,MinCount,MaxCount,MedianCount,GeomeanCount,NumberOfProbesIncluded,NumberOfProbesTotal,GeneID 
ANKFY1,ANKFY1,All Targets,RNA,Endogenous,01,1,809,14,13.5641407,1,1,51479
NPIPB3,"NPIPB3,NPIPB11,NPIPB4,NPIPB13,NPIPB12,NPIPB5",All Targets,RNA,Endogenous,01,1,926,44,44.20892146,1,1,23117
EIPR1,EIPR1,All Targets,RNA,Endogenous,01,1,845,13,12.35335484,1,1,7260
LRFN4,LRFN4,All Targets,RNA,Endogenous,01,1,1051,19,18.07394897,1,1,78999
ZCCHC17,ZCCHC17,All Targets,RNA,Endogenous,01,1,905,14,14.48498171,1,1,51538
EIF3M,EIF3M,All Targets,RNA,Endogenous,01,1,734,20,19.30423076,1,1,10480
RANBP9,RANBP9,All Targets,RNA,Endogenous,01,1,844,17,16.99158342,1,1,10048
CSTL1,CSTL1,All Targets,RNA,Endogenous,01,1,801,10,9.152861347,1,1,128817
EIF1AD,EIF1AD,All Targets,RNA,Endogenous,01,1,848,25,24.545151,1,1,84285
DUSP18,DUSP18,All Targets,RNA,Endogenous,01,1,844,15,15.16820247,1,1,150290
DDX27,DDX27,All Targets,RNA,Endogenous,01,1,697,17,17.06880611,1,1,55661
PPP2R1B,PPP2R1B,All Targets,RNA,Endogenous,01,1,877,13,14.0525074,1,1,5519
MED10,MED10,All Targets,RNA,Endogenous,01,1,1034,23.5,23.12540176,1,1,84246
STX19,STX19,All Targets,RNA,Endogenous,01,1,754,11,10.07322504,1,1,415117
ZNF354B,ZNF354B,All Targets,RNA,Endogenous,01,1,777,10.5,10.10139501,1,1,117608
KLHL30,KLHL30,All Targets,RNA,Endogenous,01,1,864,14,13.48307378,1,1,377007
CXorf38,CXorf38,All Targets,RNA,Endogenous,01,1,865,15,15.20579654,1,1,159013
OR6K2,OR6K2,All Targets,RNA,Endogenous,01,1,883,14,13.66133328,1,1,81448
RAD17,RAD17,All Targets,RNA,Endogenous,01,1,768,12,11.84687712,1,1,5884
NFE4,NFE4,All Targets,RNA,Endogenous,01,1,851,9,8.77743272,1,1,58160
POU2F1,POU2F1,All Targets,RNA,Endogenous,01,1,835,13.5,13.34964603,1,1,5451
RDH16,RDH16,All Targets,RNA,Endogenous,01,1,852,16,15.88834155,1,1,8608
SPTLC2,SPTLC2,All Targets,RNA,Endogenous,01,1,841,13,13.28171982,1,1,9517
IQCF6,IQCF6,All Targets,RNA,Endogenous,01,1,909,11,10.81882416,1,1,440956
FCRLB,FCRLB,All Targets,RNA,Endogenous,01,1,1103,13,12.12886483,1,1,127943
PRMT5,PRMT5,All Targets,RNA,Endogenous,01,1,744,13,12.07573153,1,1,10419
UPP1,UPP1,All Targets,RNA,Endogenous,01,1,814,19,18.38037294,1,1,7378
SMC1B,SMC1B,All Targets,RNA,Endogenous,01,1,748,12,11.81523763,1,1,27127
NFILZ,NFILZ,All Targets,RNA,Endogenous,01,1,888,11,11.24390624,1,1,105372267
CD302,"LY75-CD302,CD302",All Targets,RNA,Endogenous,01,1,1022,15,14.6425973,1,1,9936
IGF1R,IGF1R,All Targets,RNA,Endogenous,01,1,681,17,16.42827139,1,1,3480
CRYGC,CRYGC,All Targets,RNA,Endogenous,01,1,827,11,11.31323635,1,1,1420
CCDC85A,CCDC85A,All Targets,RNA,Endogenous,01,1,996,18,17.6221131,1,1,114800
CTPS2,CTPS2,All Targets,RNA,Endogenous,01,1,901,14,13.33433618,1,1,56474
DPF1,DPF1,All Targets,RNA,Endogenous,01,1,868,9,8.57693183,1,1,8193
MOG,MOG,All Targets,RNA,Endogenous,01,1,1067,18,17.99490706,1,1,4340
MAF1,MAF1,All Targets,RNA,Endogenous,01,1,776,14,13.59782939,1,1,84232
ZNF358,ZNF358,All Targets,RNA,Endogenous,01,1,842,18,17.4214235,1,1,140467
ELP4,ELP4,All Targets,RNA,Endogenous,01,1,626,9,9.527189095,1,1,26610
VCPIP1,VCPIP1,All Targets,RNA,Endogenous,01,1,824,10,9.789792399,1,1,80124
PLEKHA1,PLEKHA1,All Targets,RNA,Endogenous,01,1,812,14,13.83302976,1,1,59338
SH3BGRL3,SH3BGRL3,All Targets,RNA,Endogenous,01,1,752,30,32.42775378,1,1,83442
ANPEP,ANPEP,All Targets,RNA,Endogenous,01,1,812,15,15.85518267,1,1,290
SLC25A16,SLC25A16,All Targets,RNA,Endogenous,01,1,829,13,12.54024776,1,1,8034
ZNF583,ZNF583,All Targets,RNA,Endogenous,01,1,746,10,10.11476581,1,1,147949
KLC1,KLC1,All Targets,RNA,Endogenous,01,1,878,23,22.91859104,1,1,3831
UBE2D2,UBE2D2,All Targets,RNA,Endogenous,01,1,866,19.5,18.97750638,1,1,7322
PATE4,PATE4,All Targets,RNA,Endogenous,01,1,808,10,9.562035701,1,1,399968
GTF3C1,GTF3C1,All Targets,RNA,Endogenous,01,1,859,18,18.45184646,1,1,2975
GAGE10,"GAGE8,GAGE1,GAGE5,GAGE4,GAGE7,GAGE6,GAGE2D,GAGE2E,GAGE2A,GAGE2B,GAGE2C,GAGE12H,GAGE12I,GAGE12J,GAGE12B,GAGE12C,GAGE12D,GAGE12E,GAGE12F,GAGE12G,GAGE10,GAGE13",All Targets,RNA,Endogenous,01,1,997,54.5,54.17838561,1,1,102724473
CCDC27,CCDC27,All Targets,RNA,Endogenous,01,1,780,8,7.266930079,1,1,148870
VWA3A,VWA3A,All Targets,RNA,Endogenous,01,1,908,11,10.23100716,1,1,146177
RGS14,RGS14,All Targets,RNA,Endogenous,01,1,993,37,38.2474029,1,1,10636
DNMT1,DNMT1,All Targets,RNA,Endogenous,01,1,948,14,13.73501637,1,1,1786
SDC1,SDC1,All Targets,RNA,Endogenous,01,1,854,15,14.6243182,1,1,6382
CLDN9,CLDN9,All Targets,RNA,Endogenous,01,1,844,12,11.88374985,1,1,9080
NDUFA11,NDUFA11,All Targets,RNA,Endogenous,01,1,917,15,15.26144299,1,1,126328
MMS22L,MMS22L,All Targets,RNA,Endogenous,01,1,946,14,13.32540926,1,1,253714
GALNT10,GALNT10,All Targets,RNA,Endogenous,01,1,840,10,10.01241052,1,1,55568
SIGLEC14,SIGLEC14,All Targets,RNA,Endogenous,01,1,875,14,14.26460131,1,1,100049587
OR10H4,OR10H4,All Targets,RNA,Endogenous,01,1,880,12.5,12.09750655,1,1,126541
FES,FES,All Targets,RNA,Endogenous,01,1,1013,17,16.8497482,1,1,2242
ADARB1,ADARB1,All Targets,RNA,Endogenous,01,1,703,26,25.20156279,1,1,104
MC1R,MC1R,All Targets,RNA,Endogenous,01,1,1858,24.5,23.82493198,1,1,4157
NPFF,NPFF,All Targets,RNA,Endogenous,01,1,854,32,31.7870195,1,1,8620
ACRV1,ACRV1,All Targets,RNA,Endogenous,01,1,861,15,14.29301773,1,1,56
CILP,CILP,All Targets,RNA,Endogenous,01,1,864,15,14.94674531,1,1,8483
TMEM97,TMEM97,All Targets,RNA,Endogenous,01,1,707,13.5,13.21294248,1,1,27346
GGA3,GGA3,All Targets,RNA,Endogenous,01,1,884,19,18.85276062,1,1,23163
PGAM5,PGAM5,All Targets,RNA,Endogenous,01,1,799,10,10.26268934,1,1,192111
KIAA1191,KIAA1191,All Targets,RNA,Endogenous,01,1,873,17,17.08426089,1,1,57179
OR8K3,OR8K3,All Targets,RNA,Endogenous,01,1,831,13.5,14.27832583,1,1,219473
PPM1G,PPM1G,All Targets,RNA,Endogenous,01,1,893,17,17.08693277,1,1,5496
HESX1,HESX1,All Targets,RNA,Endogenous,01,1,974,11,11.27878079,1,1,8820
ITGAM,ITGAM,All Targets,RNA,Endogenous,01,1,675,16,15.31433853,1,1,3684
VHLL,VHLL,All Targets,RNA,Endogenous,01,1,688,10.5,10.69452539,1,1,391104
SCX,SCX,All Targets,RNA,Endogenous,01,1,985,19,18.08565229,1,1,642658
SPACA9,SPACA9,All Targets,RNA,Endogenous,01,1,796,11,10.40481554,1,1,11092
GALNT1,GALNT1,All Targets,RNA,Endogenous,01,1,752,16.5,16.65406201,1,1,2589
TAGLN3,TAGLN3,All Targets,RNA,Endogenous,01,1,931,16,15.36372924,1,1,29114
WDR83OS,WDR83OS,All Targets,RNA,Endogenous,01,1,868,13.5,13.11626458,1,1,51398
TMEM141,TMEM141,All Targets,RNA,Endogenous,01,1,855,15,14.75812535,1,1,85014
IL1RAPL1,IL1RAPL1,All Targets,RNA,Endogenous,01,1,1159,16,15.93712375,1,1,11141
VAMP2,VAMP2,All Targets,RNA,Endogenous,01,1,1103,32.5,32.3859369,1,1,6844
ZNF234,ZNF234,All Targets,RNA,Endogenous,01,1,828,14,13.37664881,1,1,10780
FRMD1,FRMD1,All Targets,RNA,Endogenous,01,1,848,11,10.69752854,1,1,79981
HOXD3,HOXD3,All Targets,RNA,Endogenous,01,1,735,11,10.56991854,1,1,3232
CENPA,CENPA,All Targets,RNA,Endogenous,01,1,928,15,15.41360613,1,1,1058
KANSL2,KANSL2,All Targets,RNA,Endogenous,01,1,850,30,30.03331796,1,1,54934
PLCXD2,PLCXD2,All Targets,RNA,Endogenous,01,1,883,12,11.73001842,1,1,257068
EMILIN1,EMILIN1,All Targets,RNA,Endogenous,01,1,911,40,40.65392328,1,1,11117
CIPC,CIPC,All Targets,RNA,Endogenous,01,1,721,12,11.66493755,1,1,85457
CNTF,CNTF,All Targets,RNA,Endogenous,01,1,921,12,11.00555959,1,1,1270
KLHL7,KLHL7,All Targets,RNA,Endogenous,01,1,816,9,8.836151317,1,1,55975
ANGPTL3,ANGPTL3,All Targets,RNA,Endogenous,01,1,741,11,10.4006453,1,1,27329
ANXA2R,ANXA2R,All Targets,RNA,Endogenous,01,1,738,19,17.53116985,1,1,389289
RAB29,RAB29,All Targets,RNA,Endogenous,01,1,729,11,10.30788348,1,1,8934
EMB,EMB,All Targets,RNA,Endogenous,01,1,926,16,14.35509632,1,1,133418
ATP6V1A,ATP6V1A,All Targets,RNA,Endogenous,01,1,851,18,19.18484145,1,1,523
RASL11B,RASL11B,All Targets,RNA,Endogenous,01,1,764,13,12.3968434,1,1,65997
PDCD5,PDCD5,All Targets,RNA,Endogenous,01,1,827,31,30.44205203,1,1,9141
ZBTB7B,ZBTB7B,All Targets,RNA,Endogenous,01,1,732,26,27.0181731,1,1,51043
TCP11,TCP11,All Targets,RNA,Endogenous,01,1,712,10,9.679971034,1,1,6954
DPRX,DPRX,All Targets,RNA,Endogenous,01,1,925,11,11.10973112,1,1,503834
SLC22A16,SLC22A16,All Targets,RNA,Endogenous,01,1,910,13,12.51247804,1,1,85413
SLC22A14,SLC22A14,All Targets,RNA,Endogenous,01,1,949,15,14.80190122,1,1,9389
FXR1,FXR1,All Targets,RNA,Endogenous,01,1,908,23,22.86318889,1,1,8087
MND1,MND1,All Targets,RNA,Endogenous,01,1,996,19,18.64671236,1,1,84057
SLC2A7,SLC2A7,All Targets,RNA,Endogenous,01,1,828,8,8.117313199,1,1,155184
RNF223,RNF223,All Targets,RNA,Endogenous,01,1,868,17,17.12277975,1,1,401934
AMOTL1,AMOTL1,All Targets,RNA,Endogenous,01,1,907,16,16.04436467,1,1,154810
SMARCC1,SMARCC1,All Targets,RNA,Endogenous,01,1,1173,21.5,20.76659007,1,1,6599
DNAJC4,DNAJC4,All Targets,RNA,Endogenous,01,1,1010,16,15.71240235,1,1,3338
SV2B,SV2B,All Targets,RNA,Endogenous,01,1,1108,13,13.54446602,1,1,9899
LMBRD1,LMBRD1,All Targets,RNA,Endogenous,01,1,748,14,13.4906811,1,1,55788
TXNL4A,TXNL4A,All Targets,RNA,Endogenous,01,1,817,17,16.02455169,1,1,10907
SLC12A7,SLC12A7,All Targets,RNA,Endogenous,01,1,726,12,11.88093001,1,1,10723
ABHD15,ABHD15,All Targets,RNA,Endogenous,01,1,947,14,13.25855692,1,1,116236
ADGRL4,ADGRL4,All Targets,RNA,Endogenous,01,1,766,10,9.516902776,1,1,64123
RTBDN,RTBDN,All Targets,RNA,Endogenous,01,1,915,18,16.51571254,1,1,83546
SCGB3A1,SCGB3A1,All Targets,RNA,Endogenous,01,1,781,21,19.90363173,1,1,92304
ZDHHC8,ZDHHC8,All Targets,RNA,Endogenous,01,1,1068,20.5,19.60686179,1,1,29801
C12orf42,C12orf42,All Targets,RNA,Endogenous,01,1,581,10,9.427481203,1,1,374470
TEX22,TEX22,All Targets,RNA,Endogenous,01,1,1198,20,20.00586546,1,1,647310
SAMD3,SAMD3,All Targets,RNA,Endogenous,01,1,769,15,14.50814377,1,1,154075
VCAN,VCAN,All Targets,RNA,Endogenous,01,1,734,18,16.56952689,1,1,1462
C22orf39,C22orf39,All Targets,RNA,Endogenous,01,1,840,15.5,15.30883021,1,1,128977
GAS2L2,GAS2L2,All Targets,RNA,Endogenous,01,1,857,11,10.26887309,1,1,246176
SH3RF2,SH3RF2,All Targets,RNA,Endogenous,01,1,795,11,10.80512958,1,1,153769
TSNAXIP1,TSNAXIP1,All Targets,RNA,Endogenous,01,1,939,12,12.55676686,1,1,55815
PLEKHN1,PLEKHN1,All Targets,RNA,Endogenous,01,1,909,12,12.47839927,1,1,84069
STS,STS,All Targets,RNA,Endogenous,01,1,1038,12,12.24761546,1,1,412
CHRNB1,CHRNB1,All Targets,RNA,Endogenous,01,1,777,16.5,16.50551448,1,1,1140
SURF2,SURF2,All Targets,RNA,Endogenous,01,1,679,12,11.1112823,1,1,6835
SERPINB7,SERPINB7,All Targets,RNA,Endogenous,01,1,910,14,13.35157323,1,1,8710
DHH,DHH,All Targets,RNA,Endogenous,01,1,688,9,9.066754593,1,1,50846
CCDC196,CCDC196,All Targets,RNA,Endogenous,01,1,879,11,11.14943415,1,1,440184
TSNARE1,TSNARE1,All Targets,RNA,Endogenous,01,1,961,16,15.16126533,1,1,203062
CYRIB,CYRIB,All Targets,RNA,Endogenous,01,1,843,14,13.97380451,1,1,51571
TMEM61,TMEM61,All Targets,RNA,Endogenous,01,1,872,16,15.70217035,1,1,199964
APLP2,APLP2,All Targets,RNA,Endogenous,01,1,872,28,27.38555456,1,1,334
EBF3,EBF3,All Targets,RNA,Endogenous,01,1,1014,12,12.2571834,1,1,253738
ANKRD66,ANKRD66,All Targets,RNA,Endogenous,01,1,797,12,12.32249469,1,1,100287718
C11orf1,C11orf1,All Targets,RNA,Endogenous,01,1,795,10,9.662777921,1,1,64776
DEFB106A,"DEFB106A,DEFB106B",All Targets,RNA,Endogenous,01,1,828,13.5,13.39329239,1,1,245909
CENPF,CENPF,All Targets,RNA,Endogenous,01,1,1037,11,10.58996889,1,1,1063
SHLD3,SHLD3,All Targets,RNA,Endogenous,01,1,940,9,8.369920332,1,1,112441434
C10orf90,C10orf90,All Targets,RNA,Endogenous,01,1,794,11,10.60677837,1,1,118611
NAGPA,NAGPA,All Targets,RNA,Endogenous,01,1,847,13,12.75105463,1,1,51172
ENAH,ENAH,All Targets,RNA,Endogenous,01,1,901,11,10.6652339,1,1,55740
TRIML2,TRIML2,All Targets,RNA,Endogenous,01,1,898,13,12.51155602,1,1,205860
LYRM1,LYRM1,All Targets,RNA,Endogenous,01,1,775,11,10.36076085,1,1,57149
CHRFAM7A,"CHRNA7,CHRFAM7A",All Targets,RNA,Endogenous,01,1,1207,45.5,44.46331254,1,1,89832
TICRR,TICRR,All Targets,RNA,Endogenous,01,1,880,15,14.6483186,1,1,90381
ONECUT1,ONECUT1,All Targets,RNA,Endogenous,01,1,833,21,20.28134307,1,1,3175
MCM4,MCM4,All Targets,RNA,Endogenous,01,1,1185,17,17.87294084,1,1,4173
STAT5B,STAT5B,All Targets,RNA,Endogenous,01,1,946,21,21.13446639,1,1,6777
CLDND2,CLDND2,All Targets,RNA,Endogenous,01,1,1076,15,15.30405184,1,1,125875
EXTL3,EXTL3,All Targets,RNA,Endogenous,01,1,988,18,18.30649596,1,1,2137
CYP20A1,CYP20A1,All Targets,RNA,Endogenous,01,1,806,12.5,11.70044831,1,1,57404
BRS3,BRS3,All Targets,RNA,Endogenous,01,1,908,17,16.92979332,1,1,680
EYA3,EYA3,All Targets,RNA,Endogenous,01,1,827,14,13.76555996,1,1,2140
PRIMA1,PRIMA1,All Targets,RNA,Endogenous,01,1,964,33,33.06455807,1,1,145270
ZSCAN23,ZSCAN23,All Targets,RNA,Endogenous,01,1,847,15.5,14.89443261,1,1,222696
NRDE2,NRDE2,All Targets,RNA,Endogenous,01,1,747,14,12.91554536,1,1,55051
LBH,LBH,All Targets,RNA,Endogenous,01,1,674,16,16.20192402,1,1,81606
ZNF225,ZNF225,All Targets,RNA,Endogenous,01,1,942,12.5,12.52154856,1,1,7768
ZNF385D,ZNF385D,All Targets,RNA,Endogenous,01,1,733,12,11.27128557,1,1,79750
PRRT2,PRRT2,All Targets,RNA,Endogenous,01,1,956,27.5,27.29750114,1,1,112476
B3GNTL1,B3GNTL1,All Targets,RNA,Endogenous,01,1,1161,19,18.18157792,1,1,146712
ZNF655,ZNF655,All Targets,RNA,Endogenous,01,1,890,16,14.69623139,1,1,79027
IVD,IVD,All Targets,RNA,Endogenous,01,1,791,18,16.97558095,1,1,3712
OR4C45,OR4C45,All Targets,RNA,Endogenous,01,1,933,10,9.917870056,1,1,403257
HORMAD2,HORMAD2,All Targets,RNA,Endogenous,01,1,864,12,11.77024015,1,1,150280
GJD3,GJD3,All Targets,RNA,Endogenous,01,1,877,14,13.84311349,1,1,125111
C17orf67,C17orf67,All Targets,RNA,Endogenous,01,1,841,12,11.19673373,1,1,339210
GOLGA4,GOLGA4,All Targets,RNA,Endogenous,01,1,932,22,21.01344751,1,1,2803
ZNF483,ZNF483,All Targets,RNA,Endogenous,01,1,1053,23,23.15621864,1,1,158399
ZNF771,ZNF771,All Targets,RNA,Endogenous,01,1,976,21,21.22335485,1,1,51333
SYNC,SYNC,All Targets,RNA,Endogenous,01,1,787,10,10.33369582,1,1,81493
STOML1,STOML1,All Targets,RNA,Endogenous,01,1,817,23.5,24.1043541,1,1,9399
DDC,DDC,All Targets,RNA,Endogenous,01,1,751,13,13.57147041,1,1,1644
MPPED2,MPPED2,All Targets,RNA,Endogenous,01,1,917,18,17.98029038,1,1,744
HOXC12,HOXC12,All Targets,RNA,Endogenous,01,1,841,21,21.17062248,1,1,3228
NXNL1,NXNL1,All Targets,RNA,Endogenous,01,1,797,20,18.02410116,1,1,115861
FBF1,FBF1,All Targets,RNA,Endogenous,01,1,797,9,8.723909942,1,1,85302
CSDC2,CSDC2,All Targets,RNA,Endogenous,01,1,896,13,12.27411719,1,1,27254
ASCC2,ASCC2,All Targets,RNA,Endogenous,01,1,854,12,11.82449829,1,1,84164
MRPL30,MRPL30,All Targets,RNA,Endogenous,01,1,1149,22.5,23.2405853,1,1,51263
AOPEP,AOPEP,All Targets,RNA,Endogenous,01,1,815,14,13.90651662,1,1,84909
DOP1A,DOP1A,All Targets,RNA,Endogenous,01,1,652,11.5,11.16357571,1,1,23033
GLP1R,GLP1R,All Targets,RNA,Endogenous,01,1,781,11,10.58989975,1,1,2740
PRKCZ,PRKCZ,All Targets,RNA,Endogenous,01,1,1418,35,34.76163887,1,1,5590
HTR2A,HTR2A,All Targets,RNA,Endogenous,01,1,842,12,11.19102639,1,1,3356
SLC1A4,SLC1A4,All Targets,RNA,Endogenous,01,1,983,15.5,15.46199323,1,1,6509
CLEC7A,CLEC7A,All Targets,RNA,Endogenous,01,1,834,11,10.96687359,1,1,64581
CCM2,CCM2,All Targets,RNA,Endogenous,01,1,682,11,11.06061759,1,1,83605
KCNH8,KCNH8,All Targets,RNA,Endogenous,01,1,725,12,11.82923633,1,1,131096
GPR12,GPR12,All Targets,RNA,Endogenous,01,1,809,11,11.00499119,1,1,2835
POLN,POLN,All Targets,RNA,Endogenous,01,1,941,20,19.38941238,1,1,353497
CA6,CA6,All Targets,RNA,Endogenous,01,1,944,10,10.09201258,1,1,765
MTG1,MTG1,All Targets,RNA,Endogenous,01,1,816,17,16.81746204,1,1,92170
TMEM185B,TMEM185B,All Targets,RNA,Endogenous,01,1,780,11,10.59178178,1,1,79134
GMPS,GMPS,All Targets,RNA,Endogenous,01,1,823,18.5,18.45315442,1,1,8833
B3GALT4,B3GALT4,All Targets,RNA,Endogenous,01,1,804,18,17.65098311,1,1,8705
SBK3,SBK3,All Targets,RNA,Endogenous,01,1,903,16,15.64182075,1,1,100130827
SLC52A1,SLC52A1,All Targets,RNA,Endogenous,01,1,830,12.5,11.61697179,1,1,55065
ADGRG2,ADGRG2,All Targets,RNA,Endogenous,01,1,949,14,13.4882537,1,1,10149
NUAK2,NUAK2,All Targets,RNA,Endogenous,01,1,764,13,13.36433464,1,1,81788
HTR6,HTR6,All Targets,RNA,Endogenous,01,1,781,12,11.057243,1,1,3362
C20orf96,C20orf96,All Targets,RNA,Endogenous,01,1,816,18,17.07768408,1,1,140680
TSSK6,TSSK6,All Targets,RNA,Endogenous,01,1,744,17,16.44441511,1,1,83983
TSTD2,TSTD2,All Targets,RNA,Endogenous,01,1,849,10.5,10.1851843,1,1,158427
GOT2,GOT2,All Targets,RNA,Endogenous,01,1,811,13.5,12.70185407,1,1,2806
NOTCH4,NOTCH4,All Targets,RNA,Endogenous,01,1,860,16,16.05064378,1,1,4855
ORC2,ORC2,All Targets,RNA,Endogenous,01,1,721,11,9.973075688,1,1,4999
TMED1,TMED1,All Targets,RNA,Endogenous,01,1,735,10,9.193331294,1,1,11018
CRACR2A,CRACR2A,All Targets,RNA,Endogenous,01,1,734,9,8.393440509,1,1,84766
ATF4,ATF4,All Targets,RNA,Endogenous,01,1,788,30,31.19835741,1,1,468
NDUFA12,NDUFA12,All Targets,RNA,Endogenous,01,1,809,14,12.96687116,1,1,55967
SEC14L6,SEC14L6,All Targets,RNA,Endogenous,01,1,938,14,13.32667882,1,1,730005
ZNF516,ZNF516,All Targets,RNA,Endogenous,01,1,1030,13,13.50897341,1,1,9658
ATP6V0B,ATP6V0B,All Targets,RNA,Endogenous,01,1,813,36,36.75322797,1,1,533
POT1,POT1,All Targets,RNA,Endogenous,01,1,782,13,11.48088314,1,1,25913
INSIG2,INSIG2,All Targets,RNA,Endogenous,01,1,698,9,8.81329167,1,1,51141
ZC3H7B,ZC3H7B,All Targets,RNA,Endogenous,01,1,752,22,21.43671641,1,1,23264
DEFB132,DEFB132,All Targets,RNA,Endogenous,01,1,780,11,11.25811241,1,1,400830
RNF213,RNF213,All Targets,RNA,Endogenous,01,1,782,28,27.52692278,1,1,57674
CXCL3,CXCL3,All Targets,RNA,Endogenous,01,1,732,17,16.73578395,1,1,2921
PPP1CC,PPP1CC,All Targets,RNA,Endogenous,01,1,1081,28.5,29.30012357,1,1,5501
PAPOLA,PAPOLA,All Targets,RNA,Endogenous,01,1,739,12,11.46437495,1,1,10914
EPS15,EPS15,All Targets,RNA,Endogenous,01,1,872,15,14.86945556,1,1,2060
CTRB1,CTRB1,All Targets,RNA,Endogenous,01,1,797,11,10.14602777,1,1,1504
OXGR1,OXGR1,All Targets,RNA,Endogenous,01,1,713,12,11.86324814,1,1,27199
RPL36AL,RPL36AL,All Targets,RNA,Endogenous,01,1,727,30,30.16784671,1,1,6166
ZNF345,ZNF345,All Targets,RNA,Endogenous,01,1,913,10,9.71762332,1,1,25850
GIPC1,GIPC1,All Targets,RNA,Endogenous,01,1,997,16,15.37643397,1,1,10755
CYP4X1,CYP4X1,All Targets,RNA,Endogenous,01,1,849,17,16.86191214,1,1,260293
DUSP8,DUSP8,All Targets,RNA,Endogenous,01,1,850,18,18.02220439,1,1,1850
CST2,CST2,All Targets,RNA,Endogenous,01,1,1002,18,17.45308466,1,1,1470
LRRC53,LRRC53,All Targets,RNA,Endogenous,01,1,795,13,11.69819799,1,1,105378803
MEAK7,MEAK7,All Targets,RNA,Endogenous,01,1,754,14,13.21385901,1,1,57707
CLIC1,CLIC1,All Targets,RNA,Endogenous,01,1,954,35,34.58731216,1,1,1192
CDIPT,CDIPT,All Targets,RNA,Endogenous,01,1,734,18,17.76750757,1,1,10423
TMEM45A,TMEM45A,All Targets,RNA,Endogenous,01,1,1021,15,15.36700002,1,1,55076
ADPRS,ADPRS,All Targets,RNA,Endogenous,01,1,728,19,19.44587701,1,1,54936
ERV3-1,ERV3-1,All Targets,RNA,Endogenous,01,1,958,20,20.38021424,1,1,2086
MGST2,MGST2,All Targets,RNA,Endogenous,01,1,1767,31,30.96839678,1,1,4258
PLEKHA2,PLEKHA2,All Targets,RNA,Endogenous,01,1,848,18,18.38044814,1,1,59339
UBAP1,UBAP1,All Targets,RNA,Endogenous,01,1,703,15,14.12373716,1,1,51271
CPVL,CPVL,All Targets,RNA,Endogenous,01,1,659,11,11.5044779,1,1,54504
DEFB127,DEFB127,All Targets,RNA,Endogenous,01,1,857,10,9.378980593,1,1,140850
SLC9A3R2,SLC9A3R2,All Targets,RNA,Endogenous,01,1,806,17,17.431331,1,1,9351
VPS26B,VPS26B,All Targets,RNA,Endogenous,01,1,835,12,12.13504059,1,1,112936
ATG101,ATG101,All Targets,RNA,Endogenous,01,1,696,15,13.93056497,1,1,60673
CD80,CD80,All Targets,RNA,Endogenous,01,1,958,16,15.87055264,1,1,941
PROX2,PROX2,All Targets,RNA,Endogenous,01,1,1526,16.5,15.22629504,1,1,283571
SF3A3,SF3A3,All Targets,RNA,Endogenous,01,1,983,15,14.73199042,1,1,10946
PPP2R1A,PPP2R1A,All Targets,RNA,Endogenous,01,1,1076,28,27.46116344,1,1,5518
ACOT12,ACOT12,All Targets,RNA,Endogenous,01,1,828,11,9.922624981,1,1,134526
DDR2,DDR2,All Targets,RNA,Endogenous,01,1,676,9,9.413438763,1,1,4921
SERTAD3,SERTAD3,All Targets,RNA,Endogenous,01,1,839,19,18.36131971,1,1,29946
COX5A,COX5A,All Targets,RNA,Endogenous,01,1,778,16,15.47971556,1,1,9377
BOC,BOC,All Targets,RNA,Endogenous,01,1,901,14,13.68518262,1,1,91653
CABS1,CABS1,All Targets,RNA,Endogenous,01,1,690,10,9.715029274,1,1,85438
H3C8,H3C8,All Targets,RNA,Endogenous,01,1,819,21,19.89838168,1,1,8355
ECEL1,ECEL1,All Targets,RNA,Endogenous,01,1,915,13,12.34049148,1,1,9427
RHAG,RHAG,All Targets,RNA,Endogenous,01,1,767,13,13.08522472,1,1,6005
C1QTNF2,C1QTNF2,All Targets,RNA,Endogenous,01,1,1396,18,18.41943875,1,1,114898
EVL,EVL,All Targets,RNA,Endogenous,01,1,1126,77,77.67617891,1,1,51466
RND3,RND3,All Targets,RNA,Endogenous,01,1,903,19,18.83124835,1,1,390
TLE2,TLE2,All Targets,RNA,Endogenous,01,1,631,11,11.56448567,1,1,7089
CIC,CIC,All Targets,RNA,Endogenous,01,1,881,23,23.72318321,1,1,23152
SLC22A18,SLC22A18,All Targets,RNA,Endogenous,01,1,947,19,19.59895283,1,1,5002
LSMEM1,LSMEM1,All Targets,RNA,Endogenous,01,1,905,18,17.17614725,1,1,286006
ANKRD36B,ANKRD36B,All Targets,RNA,Endogenous,01,1,995,74,72.48637349,1,1,57730
LRRC34,LRRC34,All Targets,RNA,Endogenous,01,1,861,14,14.07544964,1,1,151827
BCL2L11,BCL2L11,All Targets,RNA,Endogenous,01,1,785,13.5,13.42068569,1,1,10018
PDGFB,PDGFB,All Targets,RNA,Endogenous,01,1,750,19,18.50546828,1,1,5155
PRKAA1,PRKAA1,All Targets,RNA,Endogenous,01,1,1025,22.5,21.77801332,1,1,5562
SNX27,SNX27,All Targets,RNA,Endogenous,01,1,679,12,12.64429783,1,1,81609
FOXRED2,FOXRED2,All Targets,RNA,Endogenous,01,1,738,11,11.19662018,1,1,80020
KIAA1143,KIAA1143,All Targets,RNA,Endogenous,01,1,856,28,28.66677103,1,1,57456
